WOS ID,First Name,Country,Country Code,Gender,Gender Probability,Publication Year,Author Type,Publication
WOS:000424713300014,HyeonSeong,South Korea,KR,male,100.00%,2018,Corresponding,METABOLOMICS
WOS:000424713300014,ChangHee,South Korea,KR,male,87.00%,2018,Corresponding,METABOLOMICS
WOS:000424730600094,Michael,United States of America,US,male,100.00%,2018,Corresponding,ANAL CHEM
WOS:000424730600102,Ian,United States of America,US,male,100.00%,2018,Corresponding,ANAL CHEM
WOS:000424772500007,William,United States of America,US,male,100.00%,2018,Corresponding,BIOMARKERS
WOS:000424780400008,Nell,United States of America,US,female,100.00%,2018,Corresponding,OMICS
WOS:000424848800004,GeumSook,South Korea,KR,unknown,0.00%,2018,Corresponding,ATHEROSCLEROSIS
WOS:000424848800004,Sak,South Korea,KR,male,100.00%,2018,Corresponding,ATHEROSCLEROSIS
WOS:000424963800427,Maria,Australia,AU,female,100.00%,2018,Corresponding,MOL GENET METAB
WOS:000424963800433,Albina,Switzerland,CH,female,99.00%,2018,Corresponding,MOL GENET METAB
WOS:000425057300001,Gloria,Italy,IT,female,100.00%,2018,Corresponding,PEDIAT ALLER IMM PUL
WOS:000425096300018,Renée,Germany,DE,female,100.00%,2018,Corresponding,CLIN BIOCHEM
WOS:000425138800017,Tomas,England,GB,male,100.00%,2018,Corresponding,CLIN ENDOCRINOL
WOS:000425204300004,Bjørn,Norway,NO,male,99.00%,2018,Corresponding,J PROTEOMICS
WOS:000425268000003,Adrian,Belgium,BE,male,99.00%,2018,Corresponding,TOXICOL LETT
WOS:000425276900009,Ulrike,United States of America,US,female,100.00%,2018,Corresponding,ANN WORK EXPOS HEAL
WOS:000425284800017,Jane,Brazil,BR,female,100.00%,2018,Corresponding,APPL MICROBIOL BIOT
WOS:000425371700005,Viktor,Sweden,SE,male,100.00%,2018,Corresponding,EMERG INFECT DIS
WOS:000425443200001,Naila,England,GB,female,100.00%,2018,Corresponding,MOL AUTISM
WOS:000425503900009,Stefano,United States of America,US,male,100.00%,2018,Corresponding,ANAL CHIM ACTA
WOS:000425508900055,Cui,China,CN,male,53.00%,2018,Corresponding,RSC ADV
WOS:000425526600014,Nina,United States of America,US,female,100.00%,2018,Corresponding,CIRCULATION
WOS:000425555300016,Leena,United States of America,US,female,100.00%,2018,Corresponding,J CHROMATOGR B
WOS:000425567700002,Lin,China,CN,female,53.00%,2018,Corresponding,J PROTEOMICS
WOS:000425567700002,Ruijun,China,CN,male,100.00%,2018,Corresponding,J PROTEOMICS
WOS:000425568900004,Hossein,Iran,IR,male,100.00%,2018,Corresponding,FOOD CHEM TOXICOL
WOS:000425724800003,James,United States of America,US,male,100.00%,2018,Corresponding,BRIT J CANCER
WOS:000425728600024,Alexander,Germany,DE,male,100.00%,2018,Corresponding,SCI REP-UK
WOS:000425763400002,Flora,Netherlands,NL,female,100.00%,2018,Corresponding,ALZHEIMERS RES THER
WOS:000425822300007,Ching‐Yu,Taiwan,TW,unknown,0.00%,2018,Corresponding,CANCER MED-US
WOS:000425822300007,Hsiu‐Ming,Taiwan,TW,unknown,0.00%,2018,Corresponding,CANCER MED-US
WOS:000425875600037,Chuanju,United States of America,US,unknown,0.00%,2018,Corresponding,EBIOMEDICINE
WOS:000426049500107,Ashutosh,United States of America,US,male,100.00%,2018,Corresponding,PLOS ONE
WOS:000426049500107,Paul,United States of America,US,male,100.00%,2018,Corresponding,PLOS ONE
WOS:000426074800009,Trine,Norway,NO,female,98.00%,2018,Corresponding,J ANAL TOXICOL
WOS:000426143100055,Wenwan,United States of America,US,female,100.00%,2018,Corresponding,ANAL CHEM
WOS:000426144800079,Emilio,Spain,ES,male,99.00%,2018,Corresponding,ONCOL LETT
WOS:000426145100044,Kayo,Japan,JP,female,94.00%,2018,Corresponding,ONCOL LETT
WOS:000426159600006,Friederike,Germany,DE,female,96.00%,2018,Corresponding,STRESS
WOS:000426189600001,JianPing,China,CN,male,85.00%,2018,Corresponding,FRONT AGING NEUROSCI
WOS:000426189600001,Shuang,China,CN,female,68.00%,2018,Corresponding,FRONT AGING NEUROSCI
WOS:000426202800001,Visith,Thailand,TH,male,100.00%,2018,Corresponding,FRONT IMMUNOL
WOS:000426230900015,Yifeng,China,CN,male,97.00%,2018,Corresponding,J ETHNOPHARMACOL
WOS:000426278900005,Anna,Sweden,SE,female,100.00%,2018,Corresponding,HEART VESSELS
WOS:000426284200001,Woojin,Australia,AU,male,100.00%,2018,Corresponding,FRONT NEUROL
WOS:000426369800001,Kayoko,Japan,JP,female,99.00%,2018,Corresponding,BMC SURG
WOS:000426370400006,Fang,China,CN,female,74.00%,2018,Corresponding,MOL CELL PROTEOMICS
WOS:000426370400007,JeanPhilippe,France,FR,male,99.00%,2018,Corresponding,MOL CELL PROTEOMICS
WOS:000426379000001,Lubka,France,FR,unknown,0.00%,2018,Corresponding,FRONT IMMUNOL
WOS:000426394400001,Katie,United States of America,US,female,100.00%,2018,Corresponding,FRONT GENET
WOS:000426398600007,Alberto,Italy,IT,male,100.00%,2018,Corresponding,J INHERIT METAB DIS
WOS:000426413700004,Katarzyna,Poland,PL,female,99.00%,2017,Corresponding,POSTEPY BIOL KOMORKI
WOS:000426466800003,Maria,Spain,ES,female,99.00%,2018,Corresponding,ANAL BIOANAL CHEM
WOS:000426529500002,Jennifer,United States of America,US,female,100.00%,2018,Corresponding,METABOLOMICS
WOS:000426529500004,Nwora,United States of America,US,female,100.00%,2018,Corresponding,METABOLOMICS
WOS:000426529500011,YockYoung,Singapore,SG,unknown,0.00%,2018,Corresponding,METABOLOMICS
WOS:000426529500011,Yonghai,Singapore,SG,unknown,0.00%,2018,Corresponding,METABOLOMICS
WOS:000426598100009,Yuanzhuo,United States of America,US,unknown,0.00%,2018,Corresponding,TRANSL CANCER RES
WOS:000426598100009,Weifeng,United States of America,US,male,100.00%,2018,Corresponding,TRANSL CANCER RES
WOS:000426707600002,Claudia,Germany,DE,female,99.00%,2018,Corresponding,FRONT AGING NEUROSCI
WOS:000426795500005,Chihiro,Japan,JP,female,93.00%,2018,Corresponding,PSYCHIAT CLIN NEUROS
WOS:000426838700014,Karsten,Qatar,QA,unknown,0.00%,2018,Corresponding,HUM MOL GENET
WOS:000426896800009,Paul,United States of America,US,male,100.00%,2018,Corresponding,PLOS ONE
WOS:000427056800001,Feng,China,CN,male,98.00%,2018,Corresponding,FRONT PHYSIOL
WOS:000427095700033,Zongwei,China,CN,male,100.00%,2018,Corresponding,ANAL CHEM
WOS:000427095700055,Jie,Norway,NO,female,75.00%,2018,Corresponding,ANAL CHEM
WOS:000427189300025,Hans,Canada,CA,male,100.00%,2018,Corresponding,PLOS ONE
WOS:000427234300009,Eric,United States of America,US,male,100.00%,2018,Corresponding,AGING CELL
WOS:000427296800041,Jan,Belgium,BE,male,95.00%,2017,Corresponding,J AM HEART ASSOC
WOS:000427356700005,Eva,England,GB,female,99.00%,2017,Corresponding,J HERB MED
WOS:000427361400005,Nasser,Iran,IR,male,100.00%,2018,Corresponding,IRAN J PARASITOL
WOS:000427379800014,Victoria,United States of America,US,female,100.00%,2018,Corresponding,SLEEP MED
WOS:000427448100005,Panagiotis,England,GB,male,100.00%,2018,Corresponding,BIOANALYSIS
WOS:000427454100005,Christiane,Canada,CA,female,100.00%,2018,Corresponding,ANAL CHIM ACTA
WOS:000427454600009,Julia,Spain,ES,female,99.00%,2018,Corresponding,ANAL CHIM ACTA
WOS:000427522500001,Christine,Germany,DE,female,99.00%,2018,Corresponding,FRONT IMMUNOL
WOS:000427527400260,Katarzyna,Poland,PL,female,99.00%,2018,Corresponding,INT J MOL SCI
WOS:000427530200061,Hong,China,CN,female,61.00%,2018,Corresponding,INT J CARDIOL
WOS:000427609600010,Xiang,China,CN,male,96.00%,2018,Corresponding,CHINESE J ANAL CHEM
WOS:000427611700003,Cheng,China,CN,male,80.00%,2018,Corresponding,CHINESE J ANAL CHEM
WOS:000427799000007,Nobutaka,Japan,JP,male,99.00%,2018,Corresponding,NEUROLOGY
WOS:000427928300001,Raymonde,France,FR,female,99.00%,2018,Corresponding,FRONT PLANT SCI
WOS:000428001300012,Jesse,United States of America,US,male,100.00%,2018,Corresponding,ADV CHRONIC KIDNEY D
WOS:000428027400012,Robert,United States of America,US,male,100.00%,2018,Corresponding,CIRCULATION
WOS:000428027400012,Lori,United States of America,US,female,100.00%,2018,Corresponding,CIRCULATION
WOS:000428087500013,Nicola,Italy,IT,male,99.00%,2018,Corresponding,BIOCHEM J
WOS:000428087500013,Gerry,Italy,IT,male,97.00%,2018,Corresponding,BIOCHEM J
WOS:000428090000002,Chengjin,China,CN,male,60.00%,2018,Corresponding,MED SCI MONITOR
WOS:000428096700010,Amanda,South Africa,ZA,female,100.00%,2018,Corresponding,J CHROMATOGR B
WOS:000428099900075,HeeGyoo,South Korea,KR,male,100.00%,2018,Corresponding,INT J BIOL MACROMOL
WOS:000428219600059,ZhengJiang,China,CN,male,100.00%,2018,Corresponding,ANAL CHEM
WOS:000428227900017,MingYong,China,CN,male,100.00%,2018,Corresponding,J FUNCT FOODS
WOS:000428229200052,Rainer,Netherlands,NL,male,100.00%,2018,Corresponding,TALANTA
WOS:000428229200063,Mariola,Poland,PL,female,99.00%,2018,Corresponding,TALANTA
WOS:000428246500009,Garth,New Zealand,NZ,male,100.00%,2018,Corresponding,BIOMETALS
WOS:000428309800023,Kalle,Estonia,EE,male,97.00%,2018,Corresponding,INT J MOL SCI
WOS:000428309800113,Masahiro,Japan,JP,male,100.00%,2018,Corresponding,INT J MOL SCI
WOS:000428326400029,Sarah,Germany,DE,female,98.00%,2018,Corresponding,CLIN ORAL INVEST
WOS:000428332600024,Jesus,Spain,ES,male,99.00%,2018,Corresponding,HEPATOLOGY
WOS:000428350700001,Ouliana,United States of America,US,female,100.00%,2018,Corresponding,TRANSL PSYCHIAT
WOS:000428362000029,Roland,Colombia,CO,male,100.00%,2018,Corresponding,J PHARMACEUT BIOMED
WOS:000428366700007,Vera,Germany,DE,female,99.00%,2018,Corresponding,SCI REP-UK
WOS:000428380300001,Linda,United States of America,US,female,100.00%,2018,Corresponding,PHYSIOL MEAS
WOS:000428483800005,Chantal,Canada,CA,female,100.00%,2018,Corresponding,J STEROID BIOCHEM
WOS:000428483800035,Tea,Slovenia,SI,female,99.00%,2018,Corresponding,J STEROID BIOCHEM
WOS:000428489600014,Henrique,Brazil,BR,male,100.00%,2018,Corresponding,J PROTEOMICS
WOS:000428490000005,Bin,China,CN,male,99.00%,2018,Corresponding,J ETHNOPHARMACOL
WOS:000428514100029,Kuancheng,China,CN,unknown,0.00%,2018,Corresponding,MOLECULES
WOS:000428523100015,Jens,Germany,DE,male,100.00%,2018,Corresponding,AM J VET RES
WOS:000428563800017,Jacek,United States of America,US,male,100.00%,2018,Corresponding,SEPARATIONS
WOS:000428608400021,Andreas,Switzerland,CH,male,100.00%,2018,Corresponding,ACS SENSORS
WOS:000428717100010,Rasoul,Iran,IR,male,99.00%,2018,Corresponding,IRAN J BASIC MED SCI
WOS:000428767500013,Cory,United States of America,US,male,98.00%,2018,Corresponding,CLIN CHEM
WOS:000428776200009,Paul,United States of America,US,male,100.00%,2018,Corresponding,CANCERS
WOS:000428776200009,Kenneth,United States of America,US,male,100.00%,2018,Corresponding,CANCERS
WOS:000428821000016,Mark,England,GB,male,100.00%,2018,Corresponding,MOL CELL PROTEOMICS
WOS:000428826100001,Robert,Germany,DE,male,100.00%,2018,Corresponding,CLIN CHIM ACTA
WOS:000428852800007,QingCui,China,CN,female,100.00%,2018,Corresponding,ANAL LETT
WOS:000428852800007,DongPing,China,CN,male,63.00%,2018,Corresponding,ANAL LETT
WOS:000428858800001,Rajan,United States of America,US,male,100.00%,2018,Corresponding,DIABET METAB SYND OB
WOS:000428945200081,Bing,China,CN,male,96.00%,2018,Corresponding,EXP THER MED
WOS:000428971300004,Mark,United States of America,US,male,100.00%,2018,Corresponding,SURG OBES RELAT DIS
WOS:000428973200032,Prabha,United States of America,US,female,100.00%,2018,Corresponding,CHEMOSPHERE
WOS:000428975200005,Christa,Germany,DE,female,99.00%,2018,Corresponding,BBA-MOL CELL BIOL L
WOS:000428978800028,Gordan,Croatia,HR,male,100.00%,2018,Corresponding,GASTROENTEROLOGY
WOS:000428988800027,Momar,Canada,CA,male,100.00%,2018,Corresponding,PLOS ONE
WOS:000428997200007,Eva,Hungary,HU,female,99.00%,2018,Corresponding,FEBS OPEN BIO
WOS:000429050400081,Peng,China,CN,male,99.00%,2018,Corresponding,INT J CLIN EXP PATHO
WOS:000429050400081,Zhitu,China,CN,unknown,0.00%,2018,Corresponding,INT J CLIN EXP PATHO
WOS:000429061100012,Yong,China,CN,male,95.00%,2018,Corresponding,CIRCULATION
WOS:000429061100012,LianWen,China,CN,male,100.00%,2018,Corresponding,CIRCULATION
WOS:000429061100012,Wei,China,CN,male,77.00%,2018,Corresponding,CIRCULATION
WOS:000429157400001,Yulin,China,CN,male,66.00%,2018,Corresponding,FRONT PHARMACOL
WOS:000429157400001,Wen,China,CN,male,52.00%,2018,Corresponding,FRONT PHARMACOL
WOS:000429184900015,SeonPyo,South Korea,KR,unknown,0.00%,2018,Corresponding,J PHARMACEUT BIOMED
WOS:000429205600040,Abbas,Iran,IR,male,100.00%,2018,Corresponding,ONCOL REP
WOS:000429206800020,Darren,North Ireland,GB,male,100.00%,2018,Corresponding,PLOS ONE
WOS:000429206800099,Rafael,Brazil,BR,male,100.00%,2018,Corresponding,PLOS ONE
WOS:000429274700017,Igor,Russia,RU,male,100.00%,2018,Corresponding,EUR J MASS SPECTROM
WOS:000429274700021,Carlito,United States of America,US,male,100.00%,2018,Corresponding,EUR J MASS SPECTROM
WOS:000429326000017,Yves,France,FR,male,99.00%,2018,Corresponding,MOVEMENT DISORD
WOS:000429342400014,Gary,United States of America,US,male,100.00%,2018,Corresponding,NAT BIOTECHNOL
WOS:000429385800023,Zhixiang,China,CN,male,91.00%,2018,Corresponding,ANAL CHEM
WOS:000429385800045,Natàlia,France,FR,female,100.00%,2018,Corresponding,ANAL CHEM
WOS:000429396900014,Stefania,Italy,IT,female,100.00%,2018,Corresponding,J TRACE ELEM MED BIO
WOS:000429411800030,Xi‐Zhong,China,CN,unknown,0.00%,2018,Corresponding,CANCER SCI
WOS:000429459600008,Jian,China,CN,male,92.00%,2018,Corresponding,ANAL BIOANAL CHEM
WOS:000429508400037,Katharina,Germany,DE,female,99.00%,2018,Corresponding,J AGR FOOD CHEM
WOS:000429700100002,Maciej,Finland,FI,male,100.00%,2018,Corresponding,FRONT PHYSIOL
WOS:000429752500013,Yoshihiko,Japan,JP,male,100.00%,2018,Corresponding,ANN CLIN BIOCHEM
WOS:000429758100032,Abdel,Egypt,EG,male,100.00%,2018,Corresponding,FOOD CHEM TOXICOL
WOS:000429850000005,Kim,United States of America,US,female,95.00%,2018,Corresponding,INT J TOXICOL
WOS:000429873100001,Gemma,Scotland,GB,female,100.00%,2018,Corresponding,CARDIOVASC DIABETOL
WOS:000429886600009,Loïc,Switzerland,CH,male,100.00%,2018,Corresponding,J PROTEOME RES
WOS:000429886600021,Weiping,China,CN,male,77.00%,2018,Corresponding,J PROTEOME RES
WOS:000429886600021,Guowang,China,CN,unknown,0.00%,2018,Corresponding,J PROTEOME RES
WOS:000430113500012,Gang,China,CN,male,98.00%,2018,Corresponding,J PATHOL
WOS:000430159400013,Ronald,United States of America,US,male,100.00%,2018,Corresponding,BIOCHEM BIOPH RES CO
WOS:000430216700005,Thomas,Germany,DE,male,100.00%,2006,Corresponding,J OCCUP MED TOXICOL
WOS:000430457100010,Claudio,Italy,IT,male,100.00%,2018,Corresponding,J EXPO SCI ENV EPID
WOS:000430522400143,Jiejing,China,CN,male,100.00%,2018,Corresponding,INT J BIOL MACROMOL
WOS:000430522400143,Jintao,China,CN,male,83.00%,2018,Corresponding,INT J BIOL MACROMOL
WOS:000430524400016,Nichole,United States of America,US,female,100.00%,2018,Corresponding,J CHROMATOGR B
WOS:000430556300020,Xiaoyan,China,CN,female,94.00%,2018,Corresponding,INT J MOL MED
WOS:000430556300020,Yue,China,CN,female,54.00%,2018,Corresponding,INT J MOL MED
WOS:000430569700036,Reinout,Netherlands,NL,male,100.00%,2018,Corresponding,LANCET INFECT DIS
WOS:000430600700001,Mona,Austria,AT,female,98.00%,2018,Corresponding,VET RES
WOS:000430615900001,Kari,Finland,FI,female,79.00%,2018,Corresponding,DIS MARKERS
WOS:000430638700003,Cristian,United States of America,US,male,100.00%,2018,Corresponding,TRANSL RES
WOS:000430638700003,Ayse,United States of America,US,female,100.00%,2018,Corresponding,TRANSL RES
WOS:000430638900010,Howard,United States of America,US,male,100.00%,2018,Corresponding,PLOS ONE
WOS:000430656700010,Horia,Romania,RO,male,97.00%,2018,Corresponding,J GASTROINTEST LIVER
WOS:000430667200015,Keya,India,IN,female,100.00%,2018,Corresponding,J CELL BIOCHEM
WOS:000430696300001,Peter,United States of America,US,male,100.00%,2018,Corresponding,J GERONTOL A-BIOL
WOS:000430803100001,Andrzej,Poland,PL,male,100.00%,2018,Corresponding,BIOMARKERS
WOS:000430888400037,Mariola,Poland,PL,female,99.00%,2018,Corresponding,FISH SHELLFISH IMMUN
WOS:000430930400001,Veronique,Belgium,BE,female,99.00%,2018,Corresponding,BMC VET RES
WOS:000431104900026,Marius,Norway,NO,male,99.00%,2018,Corresponding,SCI REP-UK
WOS:000431113100005,Niklas,Sweden,SE,male,100.00%,2018,Corresponding,SCI REP-UK
WOS:000431186000001,Homero,Uruguay,UY,male,100.00%,2018,Corresponding,FRONT MOL NEUROSCI
WOS:000431285100031,Laurent,Switzerland,CH,male,100.00%,2018,Corresponding,J PHARMACEUT BIOMED
WOS:000431403500012,Xiaojin,China,CN,female,55.00%,2018,Corresponding,JCI INSIGHT
WOS:000431403500012,Jianhua,China,CN,male,93.00%,2018,Corresponding,JCI INSIGHT
WOS:000431520800001,Jonathan,England,GB,male,100.00%,2018,Corresponding,ACTA NEUROPATHOL COM
WOS:000431619000005,Roselyne,France,FR,female,99.00%,2018,Corresponding,BASIC CLIN PHARMACOL
WOS:000431668400012,Che‐Chang,Taiwan,TW,unknown,0.00%,2018,Corresponding,MOL ONCOL
WOS:000431668400012,Szu‐Yi,Taiwan,TW,unknown,0.00%,2018,Corresponding,MOL ONCOL
WOS:000431689700010,Marcin,Poland,PL,male,100.00%,2018,Corresponding,BIOMARKERS
WOS:000431689700012,Maximilian,Canada,CA,male,100.00%,2018,Corresponding,BIOMARKERS
WOS:000431726700023,Judith,United States of America,US,female,100.00%,2018,Corresponding,J PROTEOME RES
WOS:000431764200001,Devendra,United States of America,US,male,100.00%,2018,Corresponding,FRONT ONCOL
WOS:000431771500024,Paul,England,GB,male,100.00%,2018,Corresponding,FREE RADICAL BIO MED
WOS:000431825900227,Chan,China,CN,male,55.00%,2018,Corresponding,ONCOL LETT
WOS:000431831800004,Luigi,Italy,IT,male,100.00%,2018,Corresponding,BMC CANCER
WOS:000431836700004,Qingqing,China,CN,female,73.00%,2018,Corresponding,BIOCHEM BIOPH RES CO
WOS:000431836700004,Yuxin,China,CN,female,97.00%,2018,Corresponding,BIOCHEM BIOPH RES CO
WOS:000431928900011,Cristiana,Italy,IT,female,100.00%,2018,Corresponding,ANAL BIOANAL CHEM
WOS:000431937400014,Christophe,France,FR,male,100.00%,2018,Corresponding,J CHROMATOGR B
WOS:000431945200005,Don,Saint Kitts and Nevis,KN,male,100.00%,2018,Corresponding,AQUAT MAMM
WOS:000431957900011,Patrick,New Zealand,NZ,male,100.00%,2018,Corresponding,METABOLOMICS
WOS:000431972600042,AiHua,China,CN,female,80.00%,2018,Corresponding,RSC ADV
WOS:000432011300001,Arkaitz,Spain,ES,male,99.00%,2018,Corresponding,J EXTRACELL VESICLES
WOS:000432011300001,Juan,Spain,ES,male,99.00%,2018,Corresponding,J EXTRACELL VESICLES
WOS:000432013300007,ShirLy,Taiwan,TW,female,100.00%,2018,Corresponding,PEERJ
WOS:000432013300007,WeiHsin,Taiwan,TW,unknown,0.00%,2018,Corresponding,PEERJ
WOS:000432030400014,Fumio,Japan,JP,male,100.00%,2018,Corresponding,PROTEOM CLIN APPL
WOS:000432030400018,Andrew,Australia,AU,male,100.00%,2018,Corresponding,PROTEOM CLIN APPL
WOS:000432030400018,Andrew,Australia,AU,male,100.00%,2018,Corresponding,PROTEOM CLIN APPL
WOS:000432143400005,Chuanjian,China,CN,unknown,0.00%,2018,Corresponding,ANN MED
WOS:000432234900026,Consuelo,Spain,ES,female,99.00%,2018,Corresponding,TALANTA
WOS:000432280200006,Goce,Macedonia,MK,male,98.00%,2018,Corresponding,NEPHROL DIAL TRANSPL
WOS:000432333300009,Jean,United States of America,US,female,100.00%,2018,Corresponding,J AM HEART ASSOC
WOS:000432333300009,Ramachandran,United States of America,US,male,95.00%,2018,Corresponding,J AM HEART ASSOC
WOS:000432335600014,HoonSuk,South Korea,KR,male,100.00%,2018,Corresponding,JOINT BONE SPINE
WOS:000432335600014,Jungyeon,South Korea,KR,female,73.00%,2018,Corresponding,JOINT BONE SPINE
WOS:000432465400012,Markus,Germany,DE,male,100.00%,2018,Corresponding,KIDNEY INT
WOS:000432478600043,Brendan,United States of America,US,male,100.00%,2018,Corresponding,ANAL CHEM
WOS:000432498000004,Jens,Canada,CA,male,99.00%,2018,Corresponding,J PROTEOMICS
WOS:000432498000009,Fabrizio,Italy,IT,male,100.00%,2018,Corresponding,J PROTEOMICS
WOS:000432498600007,Youhe,China,CN,male,100.00%,2018,Corresponding,J PROTEOMICS
WOS:000432520200014,Konrad,Germany,DE,male,100.00%,2018,Corresponding,FORENSIC SCI INT
WOS:000432564700004,Antonio,Spain,ES,male,99.00%,2018,Corresponding,DIS AQUAT ORGAN
WOS:000432676600025,David,France,FR,male,99.00%,2018,Corresponding,CLIN GASTROENTEROL H
WOS:000432732200005,David,Canada,CA,male,100.00%,2018,Corresponding,J INHERIT METAB DIS
WOS:000432732200007,Bruce,United States of America,US,male,100.00%,2018,Corresponding,J INHERIT METAB DIS
WOS:000432732200008,Jos,Netherlands,NL,male,97.00%,2018,Corresponding,J INHERIT METAB DIS
WOS:000432732200008,Ron,Netherlands,NL,male,100.00%,2018,Corresponding,J INHERIT METAB DIS
WOS:000432732200011,Tomáš,Czech Republic,CZ,male,100.00%,2018,Corresponding,J INHERIT METAB DIS
WOS:000432732200016,Monique,France,FR,female,99.00%,2018,Corresponding,J INHERIT METAB DIS
WOS:000432759700010,Edson,Brazil,BR,male,100.00%,2018,Corresponding,J PROTEOMICS
WOS:000432827500001,Zhancheng,China,CN,male,100.00%,2018,Corresponding,CRIT CARE
WOS:000432879800021,Casper,Netherlands,NL,male,100.00%,2018,Corresponding,CLIN NUTR
WOS:000432908600004,Xu,China,CN,male,99.00%,2018,Corresponding,CHIN J NAT MEDICINES
WOS:000433078300022,Kyu,United States of America,US,male,100.00%,2018,Corresponding,EBIOMEDICINE
WOS:000433198000020,Fengqing,China,CN,male,75.00%,2018,Corresponding,FOOD FUNCT
WOS:000433372000027,Yuanli,China,CN,female,100.00%,2018,Corresponding,PATHOL ONCOL RES
WOS:000433372000027,Yanjun,China,CN,male,77.00%,2018,Corresponding,PATHOL ONCOL RES
WOS:000433400100008,Katie,United States of America,US,female,100.00%,2018,Corresponding,SEMIN HEMATOL
WOS:000433419100013,Daniel,Canada,CA,male,100.00%,2018,Corresponding,AM J GASTROENTEROL
WOS:000433419100013,David,Canada,CA,male,100.00%,2018,Corresponding,AM J GASTROENTEROL
WOS:000433487700072,Chiaka,Nigeria,NG,male,53.00%,2018,Corresponding,PLOS NEGLECT TROP D
WOS:000433487700072,Bayatigeri,Nigeria,NG,unknown,0.00%,2018,Corresponding,PLOS NEGLECT TROP D
WOS:000433656200023,Xiaohong,China,CN,female,76.00%,2018,Corresponding,TALANTA
WOS:000433656200023,Weijie,China,CN,male,92.00%,2018,Corresponding,TALANTA
WOS:000433896000012,Anna,Poland,PL,female,99.00%,2018,Corresponding,ADV CLIN EXP MED
WOS:000433902200004,Konstantinos,United States of America,US,male,100.00%,2018,Corresponding,APPL ENVIRON MICROB
WOS:000433906700006,David,United States of America,US,male,100.00%,2018,Corresponding,CELL SYST
WOS:000434032400002,Seoung,South Korea,KR,male,89.00%,2018,Corresponding,INT J CHRONIC OBSTR
WOS:000434032400002,Jae,South Korea,KR,male,89.00%,2018,Corresponding,INT J CHRONIC OBSTR
WOS:000434058700001,Ole,Germany,DE,male,100.00%,2018,Corresponding,FRONT HUM NEUROSCI
WOS:000434074300012,Evelien,Belgium,BE,female,98.00%,2018,Corresponding,NEPHROL DIAL TRANSPL
WOS:000434101300010,Patricia,United States of America,US,female,100.00%,2018,Corresponding,MOL GENET METAB
WOS:000434116300018,Zhigang,China,CN,male,99.00%,2018,Corresponding,INT J CANCER
WOS:000434116300018,Wei,China,CN,male,77.00%,2018,Corresponding,INT J CANCER
WOS:000434118700001,Yuxin,China,CN,female,97.00%,2018,Corresponding,METABOLOMICS
WOS:000434128400013,Hélène,France,FR,female,100.00%,2018,Corresponding,PLOS ONE
WOS:000434129100003,Sunil,United States of America,US,male,100.00%,2018,Corresponding,MOL CELLS
WOS:000434129100003,Kwang,United States of America,US,male,100.00%,2018,Corresponding,MOL CELLS
WOS:000434133900006,Paul,Germany,DE,male,100.00%,2018,Corresponding,J NEUROCHEM
WOS:000434139000008,Milos,United States of America,US,male,100.00%,2018,Corresponding,J SEP SCI
WOS:000434165900009,Hui,China,CN,female,93.00%,2018,Corresponding,PRENATAL DIAG
WOS:000434186700001,Dana,Germany,DE,female,95.00%,2018,Corresponding,BMC GASTROENTEROL
WOS:000434189200001,David,Netherlands,NL,male,100.00%,2018,Corresponding,ACTA NEUROPATHOL COM
WOS:000434203400004,Axel,Germany,DE,male,100.00%,2018,Corresponding,MOL CELL PROTEOMICS
WOS:000434217500001,Christian,Switzerland,CH,male,100.00%,2018,Corresponding,INVEST OPHTH VIS SCI
WOS:000434239500015,Hana,Czech Republic,CZ,female,100.00%,2018,Corresponding,METABOLISM
WOS:000434258000021,Alun,England,GB,male,100.00%,2018,Corresponding,EUR J VASC ENDOVASC
WOS:000434287100013,Dennis,United States of America,US,male,100.00%,2018,Corresponding,CLIN BIOCHEM
WOS:000434363300003,Elena,Spain,ES,female,99.00%,2018,Corresponding,PROTEOMICS
WOS:000434367400008,James,England,GB,male,100.00%,2018,Corresponding,J PROTEOME RES
WOS:000434392300011,Xiang,China,CN,male,96.00%,2018,Corresponding,PHYTOMEDICINE
WOS:000434409100001,Wansheng,China,CN,male,67.00%,2018,Corresponding,BIOMED CHROMATOGR
WOS:000434409100021,Xuntian,United States of America,US,unknown,0.00%,2018,Corresponding,BIOMED CHROMATOGR
WOS:000434714500003,Veikko,Finland,FI,male,100.00%,2018,Corresponding,ALZHEIMERS DEMENT
WOS:000434714500003,Sudha,Finland,FI,female,100.00%,2018,Corresponding,ALZHEIMERS DEMENT
WOS:000434748900012,Karam,United States of America,US,male,100.00%,2018,Corresponding,J NEUROIMMUNOL
WOS:000434751300005,Jan,Belgium,BE,male,95.00%,2018,Corresponding,J AM SOC HYPERTENS
WOS:000434754100017,Masaru,Japan,JP,male,100.00%,2018,Corresponding,J BIOSCI BIOENG
WOS:000434805100051,Kevin,United States of America,US,male,100.00%,2018,Corresponding,MOL NEUROBIOL
WOS:000434805100059,Guoying,United States of America,US,male,67.00%,2018,Corresponding,MOL NEUROBIOL
WOS:000434805100059,YongSun,United States of America,US,male,100.00%,2018,Corresponding,MOL NEUROBIOL
WOS:000434892900061,Kurunthachalam,Saudi Arabia,SA,unknown,0.00%,2018,Corresponding,ENVIRON SCI TECHNOL
WOS:000434948300006,Toru,England,GB,male,100.00%,2018,Corresponding,AM HEART J
