WOS ID,First Name,Country,Country Code,Gender,Gender Probability,Publication Year,Author Type
WOS:000473208400001,Alessio,Italy,IT,male,99.00%,2019,Corresponding
WOS:000473727600004,Ni,China,CN,female,99.00%,2019,Corresponding
WOS:000473764400012,Urszula,Poland,PL,female,99.00%,2019,Corresponding
WOS:000473816900079,Somi,South Korea,KR,female,97.00%,2019,Corresponding
WOS:000473816900117,Rosa,Turkey,IT,female,99.00%,2019,Corresponding
WOS:000474668200006,Andrea,Austria,AT,female,98.00%,2019,Corresponding
WOS:000474671800006,Sung,United States of America,US,male,93.00%,2019,Corresponding
WOS:000474855600003,Sabine,Germany,DE,female,99.00%,2019,Corresponding
WOS:000475582000021,Ruedi,Switzerland,CH,male,97.00%,2019,Corresponding
WOS:000475591300001,Leo,Germany,DE,male,94.00%,2019,Corresponding
WOS:000475673100033,Julia,Portugal,PT,female,99.00%,2019,Corresponding
WOS:000475713200015,Demetrius,United States of America,US,male,99.00%,2019,Corresponding
WOS:000475842100006,Qiong,China,CN,female,86.00%,2019,Corresponding
WOS:000476539100016,Luis,Spain,ES,male,99.00%,2019,Corresponding
WOS:000476567700048,Terry,Singapore,SG,male,97.00%,2019,Corresponding
WOS:000476715500067,Per,Sweden,SE,male,99.00%,2019,Corresponding
WOS:000476965200018,Yao,China,CN,male,97.00%,2019,Corresponding
WOS:000477041100225,Cosima,Italy,IT,female,99.00%,2019,Corresponding
WOS:000477041100225,Anna,Italy,IT,female,99.00%,2019,Corresponding
WOS:000477572600001,Yan,Canada,CA,male,93.00%,2019,Corresponding
WOS:000477917100014,Huawei,China,CN,male,96.00%,2019,Corresponding
WOS:000478014800001,Hilde,Norway,NO,female,96.00%,2019,Corresponding
WOS:000478161900001,Gloria,Spain,ES,female,99.00%,2019,Corresponding
WOS:000478161900001,Pablo,Spain,ES,male,99.00%,2019,Corresponding
WOS:000478690300002,Jianjun,China,CN,male,98.00%,2019,Corresponding
WOS:000478767500044,Monica,Germany,DE,female,99.00%,2019,Corresponding
WOS:000478789100001,Hao,Australia,AU,male,95.00%,2019,Corresponding
WOS:000478885400093,Sara,Italy,IT,female,99.00%,2019,Corresponding
WOS:000479055200013,Liang,China,CN,male,98.00%,2019,Corresponding
WOS:000479328000063,Qi,China,CN,male,99.00%,2019,Corresponding
WOS:000480406700005,Hanno,United States of America,US,male,90.00%,2019,Corresponding
WOS:000480517100013,Heidrun,Germany,DE,female,97.00%,2019,Corresponding
WOS:000480733400068,Qi,China,CN,male,99.00%,2019,Corresponding
WOS:000480733400068,Tong,China,CN,male,97.00%,2019,Corresponding
WOS:000480733400080,YuMei,China,CN,female,97.00%,2019,Corresponding
WOS:000481126500001,Hao,China,CN,male,89.00%,2019,Corresponding
WOS:000481283900001,Ying,China,CN,female,87.00%,2020,Corresponding
WOS:000482263500013,Isabelle,France,FR,female,99.00%,2019,Corresponding
WOS:000482385800001,Valentina,Spain,ES,female,99.00%,2019,Corresponding
WOS:000482385800001,Cristina,Sweden,ES,female,99.00%,2019,Corresponding
WOS:000482426900003,Paramjit,Canada,CA,male,88.00%,2019,Corresponding
WOS:000482545900009,Kai,China,CN,male,95.00%,2019,Corresponding
WOS:000482564800016,Franco,Italy,IT,male,99.00%,2019,Corresponding
WOS:000482564800016,Marta,Italy,IT,female,99.00%,2019,Corresponding
WOS:000482882200001,Jan,Sweden,SE,male,96.00%,2019,Corresponding
WOS:000482907600024,Jiri,Czech Republic,CZ,male,99.00%,2019,Corresponding
WOS:000484209500019,Huiqin,China,CN,female,92.00%,2019,Corresponding
WOS:000484537500050,Giulia,Italy,IT,female,99.00%,2019,Corresponding
WOS:000484645400008,Hanneke,Netherlands,NL,female,99.00%,2019,Corresponding
WOS:000485058200039,Alexandra,Germany,DE,female,99.00%,2019,Corresponding
WOS:000485089100007,Sung,South Korea,KR,male,87.00%,2019,Corresponding
WOS:000485191900004,XianHong,China,CN,female,86.00%,2019,Corresponding
WOS:000486004800041,Faming,China,CN,male,89.00%,2019,Corresponding
WOS:000486413800003,Kaj,Sweden,SE,male,99.00%,2019,Corresponding
WOS:000486888400161,Franz,Germany,DE,male,99.00%,2019,Corresponding
WOS:000487156900052,Isabelle,Sweden,FR,female,99.00%,2019,Corresponding
WOS:000488467400007,Francisco,Spain,ES,male,99.00%,2019,Corresponding
WOS:000488467400007,Cristina,Spain,ES,female,99.00%,2019,Corresponding
WOS:000488613700068,Barbara,Poland,PL,female,99.00%,2019,Corresponding
WOS:000489000700013,Luis,Spain,ES,male,99.00%,2019,Corresponding
WOS:000489303900008,Halil,Turkey,TR,male,98.00%,2019,Corresponding
WOS:000489734500005,Barbara,Poland,PL,female,99.00%,2019,Corresponding
WOS:000490046800001,Shiva,Iran,IR,female,99.00%,2019,Corresponding
WOS:000490812400014,Yaqin,China,CN,female,94.00%,2019,Corresponding
WOS:000491164700001,Jari,Italy,IT,male,97.00%,2019,Corresponding
WOS:000491219900036,Bo,China,CN,male,92.00%,2019,Corresponding
WOS:000492745500013,Yuen,Malaysia,MY,female,91.00%,2019,Corresponding
WOS:000493218700012,Joanna,Poland,PL,female,99.00%,2019,Corresponding
WOS:000493291000001,Mascha,Turkey,DE,female,97.00%,2019,Corresponding
WOS:000493836700014,Ramachandran,United States of America,US,male,95.00%,2019,Corresponding
WOS:000494273300043,Luciana,Germany,DE,female,99.00%,2019,Corresponding
WOS:000494273300044,Hanneke,Netherlands,NL,female,99.00%,2019,Corresponding
WOS:000495374100003,Nete,Denmark,DK,female,98.00%,2019,Corresponding
WOS:000495469400081,Silvia,Spain,ES,female,99.00%,2019,Corresponding
WOS:000495487800008,Elke,Germany,DE,female,99.00%,2019,Corresponding
WOS:000495982700002,Miles,Sweden,SE,male,94.00%,2019,Corresponding
WOS:000496249500073,Pierangela,Italy,IT,female,99.00%,2019,Corresponding
WOS:000496448500002,Hongyan,China,CN,female,94.00%,2019,Corresponding
WOS:000496543500001,Anwar,Italy,IT,male,98.00%,2020,Corresponding
WOS:000496719900020,HongLing,China,CN,female,92.00%,2019,Corresponding
WOS:000497254200008,Dorota,Poland,PL,female,99.00%,2019,Corresponding
WOS:000497334300032,Gang,China,CN,male,98.00%,2019,Corresponding
WOS:000497334300032,Xinyu,China,CN,female,96.00%,2019,Corresponding
WOS:000497336400018,Susanne,Germany,DE,female,99.00%,2019,Corresponding
WOS:000497712000013,Ming,Canada,CA,male,92.00%,2019,Corresponding
WOS:000497979600041,Flavia,Italy,IT,female,99.00%,2019,Corresponding
WOS:000497991500030,Hunter,United States of America,US,male,95.00%,2019,Corresponding
WOS:000498352200001,Umaporn,Thailand,TH,female,99.00%,2019,Corresponding
WOS:000498856800001,Yuko,Japan,JP,female,99.00%,2019,Corresponding
WOS:000499552100001,Julia,Germany,DE,female,98.00%,2020,Corresponding
WOS:000500908200001,Vanessa,Spain,ES,female,99.00%,2020,Corresponding
WOS:000500972200001,Natalia,Switzerland,CH,female,99.00%,2019,Corresponding
WOS:000501174700031,Anas,Saudi Arabia,SA,male,99.00%,2019,Corresponding
WOS:000501736300016,Jun,Japan,JP,male,93.00%,2019,Corresponding
WOS:000502349600001,Qiwei,China,CN,male,93.00%,2019,Corresponding
WOS:000503930400001,Weidong,China,CN,male,96.00%,2020,Corresponding
WOS:000505599500051,Dapeng,China,CN,male,96.00%,2020,Corresponding
WOS:000505644700009,Bob,Netherlands,NL,male,99.00%,2019,Corresponding
WOS:000505828600001,Timo,Sweden,SE,male,99.00%,2020,Corresponding
WOS:000506358200006,Axel,England,GB,male,99.00%,2020,Corresponding
WOS:000506676300021,Camilla,Norway,NO,female,99.00%,2019,Corresponding
WOS:000506719400159,Fernando,Spain,ES,male,99.00%,2020,Corresponding
WOS:000506840100031,Consuelo,Spain,ES,female,99.00%,2019,Corresponding
WOS:000506840100226,Amalia,Italy,IT,female,99.00%,2019,Corresponding
WOS:000506887100002,Chris,England,GB,male,97.00%,2020,Corresponding
WOS:000507296300038,Yumei,China,CN,female,97.00%,2020,Corresponding
WOS:000507640100010,Hye,South Korea,KR,female,96.00%,2019,Corresponding
WOS:000507640100010,Hyung,South Korea,KR,male,97.00%,2019,Corresponding
WOS:000507717100020,Tor,Norway,NO,male,99.00%,2020,Corresponding
WOS:000508749400006,Susana,Spain,ES,female,99.00%,2020,Corresponding
WOS:000508749400006,Cristina,Spain,ES,female,99.00%,2020,Corresponding
WOS:000509612600009,Na,China,CN,female,91.00%,2020,Corresponding
WOS:000509612600018,Fahad,Saudi Arabia,SA,male,99.00%,2020,Corresponding
WOS:000510803800005,Ingrid,Austria,AT,female,99.00%,2020,Corresponding
WOS:000510803800005,Maria,Austria,AT,female,99.00%,2020,Corresponding
WOS:000510849900023,Gabrielle,France,FR,female,99.00%,2020,Corresponding
WOS:000511205600001,Dana,United States of America,US,female,89.00%,2019,Corresponding
WOS:000511994900008,Nicola,Switzerland,CH,male,95.00%,2019,Corresponding
WOS:000512142100042,Ren,Japan,JP,male,88.00%,2020,Corresponding
WOS:000512585600001,Goran,Austria,AT,male,99.00%,2019,Corresponding
WOS:000512586400001,John,Luxembourg,LU,male,99.00%,2019,Corresponding
WOS:000513293100013,Tina,Switzerland,CH,female,99.00%,2020,Corresponding
WOS:000513509300003,Haidong,China,CN,male,97.00%,2020,Corresponding
WOS:000513636700001,Asuman,Turkey,TR,female,97.00%,2020,Corresponding
WOS:000514307000001,Dominga,Italy,IT,female,99.00%,2020,Corresponding
WOS:000515166800004,Kanae,Japan,JP,female,98.00%,2019,Corresponding
WOS:000515214700001,Dietrich,United States of America,US,male,95.00%,2020,Corresponding
WOS:000515384800189,Anna,Russia,RU,female,99.00%,2020,Corresponding
WOS:000515444800033,Kee,South Korea,KR,male,91.00%,2020,Corresponding
WOS:000516143400001,Laura,Spain,ES,female,99.00%,2020,Corresponding
WOS:000517360900001,Giorgia,Italy,IT,female,99.00%,2020,Corresponding
WOS:000517658000008,Yonghui,China,CN,male,87.00%,2020,Corresponding
WOS:000518487600024,YuMing,China,CN,male,88.00%,2020,Corresponding
WOS:000518863100010,Eser,Turkey,TR,male,91.00%,2020,Corresponding
WOS:000518881900001,An,Belgium,BE,female,94.00%,2020,Corresponding
WOS:000519629400005,Wei,United States of America,US,male,86.00%,2020,Corresponding
WOS:000519933800058,Mei,China,CN,female,99.00%,2020,Corresponding
WOS:000519997800004,Feng,China,CN,male,98.00%,2020,Corresponding
WOS:000520050900013,Richard,France,FR,male,99.00%,2020,Corresponding
WOS:000521230200001,Audrey,France,FR,female,98.00%,2020,Corresponding
WOS:000521230200001,Sylvain,France,FR,male,99.00%,2020,Corresponding
WOS:000521514600021,Jiang,United States of America,US,male,92.00%,2020,Corresponding
WOS:000521944900111,Katrin,Germany,DE,female,99.00%,2020,Corresponding
WOS:000522084100010,Lynn,Belgium,BE,female,98.00%,2020,Corresponding
WOS:000522280400001,Abdolreza,Iran,IR,male,97.00%,2020,Corresponding
WOS:000522447300003,Franz,Germany,DE,male,99.00%,2020,Corresponding
WOS:000522458700291,Piero,Italy,IT,male,99.00%,2020,Corresponding
WOS:000522749900063,Jianlin,China,CN,male,94.00%,2020,Corresponding
WOS:000523559400017,Pilar,Spain,ES,female,99.00%,2020,Corresponding
WOS:000524293700047,Alex,Russia,RU,male,98.00%,2020,Corresponding
WOS:000525146100016,Gilberto,Sweden,PT,male,99.00%,2020,Corresponding
WOS:000525866900025,Maria,Poland,PL,female,99.00%,2020,Corresponding
WOS:000525870500058,Liesa,Germany,DE,female,99.00%,2020,Corresponding
WOS:000525950100100,Cora,Germany,DE,female,99.00%,2020,Corresponding
WOS:000526195100002,Coral,Spain,ES,female,99.00%,2020,Corresponding
WOS:000526337800007,Mingliang,China,CN,male,95.00%,2020,Corresponding
WOS:000526825700023,Hongbo,China,CN,male,95.00%,2020,Corresponding
WOS:000526934100003,Johanna,Finland,FI,female,98.00%,2020,Corresponding
WOS:000527208800001,Makoto,Japan,JP,male,99.00%,2020,Corresponding
WOS:000528242300007,YuXin,China,CN,female,97.00%,2020,Corresponding
WOS:000528866300001,Stacy,United States of America,US,female,94.00%,2020,Corresponding
WOS:000528913100002,Junbo,China,CN,male,92.00%,2020,Corresponding
WOS:000529287800003,Marta,Belgium,BE,female,99.00%,2020,Corresponding
WOS:000529287800003,Lindsey,Belgium,BE,female,98.00%,2020,Corresponding
WOS:000529890200281,Valli,Italy,IT,female,90.00%,2020,Corresponding
WOS:000530487500001,Hye,South Korea,KR,female,96.00%,2020,Corresponding
WOS:000530625100004,Jianlin,China,CN,male,94.00%,2020,Corresponding
WOS:000530914200061,Qi,China,CN,male,99.00%,2020,Corresponding
WOS:000530914200061,Tong,China,CN,male,97.00%,2020,Corresponding
WOS:000531379200014,Einar,Sweden,SE,male,99.00%,2020,Corresponding
WOS:000531821000179,Juliane,Germany,DE,female,99.00%,2020,Corresponding
WOS:000531831000233,Adriana,Poland,PL,female,98.00%,2020,Corresponding
WOS:000531875100006,Alaa,Saudi Arabia,SA,male,85.00%,2020,Corresponding
WOS:000532172700016,SeungEun,South Korea,KR,female,86.00%,2019,Corresponding
WOS:000532353700038,Nobutaka,Japan,JP,male,99.00%,2019,Corresponding
WOS:000533907300002,Uta,Germany,DE,female,99.00%,2020,Corresponding
WOS:000533925600001,Eric,France,FR,male,99.00%,2020,Corresponding
WOS:000533969200034,Xuefeng,China,CN,male,94.00%,2020,Corresponding
WOS:000535807900001,Liang,China,CN,male,98.00%,2020,Corresponding
WOS:000536760800014,Maik,Sweden,DE,male,99.00%,2020,Corresponding
WOS:000536789000010,Changqing,China,CN,male,95.00%,2020,Corresponding
WOS:000536801900004,Juying,China,CN,female,91.00%,2020,Corresponding
WOS:000536801900004,Huali,China,CN,female,95.00%,2020,Corresponding
WOS:000537322500001,Hongxia,China,CN,female,93.00%,2020,Corresponding
WOS:000537481000055,Kristine,Norway,NO,female,98.00%,2020,Corresponding
WOS:000537881000001,Lucilene,Brazil,BR,female,99.00%,2020,Corresponding
WOS:000538047400011,Mariia,Ukraine,UA,female,98.00%,2020,Corresponding
WOS:000538083000001,Tao,China,CN,male,88.00%,2020,Corresponding
WOS:000538416200001,Edward,Sweden,SE,male,99.00%,2020,Corresponding
WOS:000538943100009,Maria,Spain,ES,female,99.00%,2020,Corresponding
WOS:000539284200050,Consuelo,Turkey,ES,female,99.00%,2020,Corresponding
WOS:000539300900258,Claudia,Italy,IT,female,99.00%,2020,Corresponding
WOS:000539315800037,Jiri,Czech Republic,CZ,male,99.00%,2020,Corresponding
WOS:000539746400004,Dana,United States of America,US,female,89.00%,2020,Corresponding
WOS:000539862400001,Balazs,Austria,AT,male,97.00%,2020,Corresponding
WOS:000539995800022,Dana,United States of America,US,female,89.00%,2020,Corresponding
WOS:000540228300020,ShengYi,China,CN,male,86.00%,2020,Corresponding
WOS:000540615800016,Shamshad,Pakistan,PK,male,88.00%,2020,Corresponding
WOS:000540776400001,Svetlana,Russia,RU,female,99.00%,2020,Corresponding
WOS:000540983600006,Qing,China,CN,female,94.00%,2021,Corresponding
WOS:000541570700001,Maria,Italy,IT,female,99.00%,2021,Corresponding
WOS:000542949100004,JianPing,China,CN,male,85.00%,2020,Corresponding
WOS:000542962000002,Na,China,CN,female,91.00%,2020,Corresponding
WOS:000542962000002,Dawei,China,CN,male,99.00%,2020,Corresponding
WOS:000543398600002,Kyriacos,Cyprus,CY,male,99.00%,2020,Corresponding
WOS:000543479500001,Yihui,China,CN,male,94.00%,2020,Corresponding
WOS:000543484700004,SADIK,Turkey,TR,male,99.00%,2020,Corresponding
WOS:000543963600005,Anna,Germany,DE,female,98.00%,2020,Corresponding
WOS:000544888300013,Zhijun,China,CN,male,94.00%,2020,Corresponding
WOS:000544915100001,Inger,Netherlands,NL,female,99.00%,2020,Corresponding
WOS:000545596700001,Csaba,Hungary,HU,male,99.00%,2020,Corresponding
WOS:000545596700001,Ali,Hungary,HU,male,91.00%,2020,Corresponding
WOS:000545952600016,Valentin,France,FR,male,99.00%,2020,Corresponding
WOS:000546292500020,Shanmuganathan,India,IN,male,95.00%,2020,Corresponding
WOS:000546406600151,Barbara,Poland,PL,female,99.00%,2020,Corresponding
WOS:000546558400008,Mandy,Turkey,GB,female,99.00%,2019,Corresponding
WOS:000547481300031,Theo,Netherlands,NL,male,99.00%,2020,Corresponding
WOS:000548120100004,Dietrich,United States of America,US,male,95.00%,2020,Corresponding
WOS:000548377100001,John,Luxembourg,LU,male,99.00%,2020,Corresponding
WOS:000549316200001,Rocio,Spain,ES,female,99.00%,2020,Corresponding
WOS:000549352000001,Maria,Norway,NO,female,98.00%,2020,Corresponding
WOS:000549382100001,Jong,South Korea,KR,male,97.00%,2020,Corresponding
WOS:000549479300001,Beatrice,Germany,DE,female,99.00%,2020,Corresponding
WOS:000550987100006,Reijo,Finland,FI,male,99.00%,2020,Corresponding
WOS:000551266100003,Dietrich,United States of America,US,male,95.00%,2020,Corresponding
WOS:000551680000001,Susana,Spain,ES,female,99.00%,2020,Corresponding
WOS:000551680000001,Cristina,Spain,ES,female,99.00%,2020,Corresponding
WOS:000552248600016,Tong,China,CN,male,97.00%,2020,Corresponding
WOS:000552708800004,Arnaud,France,FR,male,99.00%,2020,Corresponding
WOS:000553436300001,Bent,Denmark,DK,male,99.00%,2020,Corresponding
WOS:000553599600002,Juan,China,CN,male,89.00%,2020,Corresponding
WOS:000553905300002,Roan,South Africa,ZA,male,95.00%,2020,Corresponding
WOS:000553945700001,Marta,Spain,ES,female,99.00%,2020,Corresponding
WOS:000555003800001,Joanna,Poland,PL,female,99.00%,2020,Corresponding
WOS:000556181800001,Yixin,Sweden,CN,female,97.00%,2020,Corresponding
WOS:000556702300001,Urszula,Poland,PL,female,99.00%,2020,Corresponding
WOS:000559086500001,Arianna,Italy,IT,female,99.00%,2020,Corresponding
WOS:000559262900001,Shanhua,China,CN,female,88.00%,2020,Corresponding
WOS:000560338100008,Gloria,Spain,ES,female,99.00%,2020,Corresponding
WOS:000560422200013,Maik,Germany,DE,male,99.00%,2020,Corresponding
WOS:000560478900038,Mary,Singapore,SG,female,99.00%,2020,Corresponding
WOS:000560528900001,Mona,Iran,IR,female,99.00%,2020,Corresponding
WOS:000560715100021,Katharina,Germany,DE,female,99.00%,2020,Corresponding
WOS:000561621100001,Abeer,Egypt,EG,female,98.00%,2020,Corresponding
WOS:000562081000022,Mingliang,China,CN,male,95.00%,2020,Corresponding
WOS:000562125500010,Antonia,Greece,GR,female,98.00%,2020,Corresponding
WOS:000562795000003,Xiaodong,Turkey,CN,male,95.00%,2020,Corresponding
WOS:000562850000014,Conxita,Spain,ES,female,98.00%,2020,Corresponding
WOS:000563015100024,Yong,China,CN,male,95.00%,2020,Corresponding
WOS:000563050800006,Junko,Japan,JP,female,99.00%,2020,Corresponding
WOS:000564872000001,Consuelo,Spain,ES,female,99.00%,2020,Corresponding
WOS:000565467300001,Dongsheng,China,CN,male,95.00%,2020,Corresponding
WOS:000565546600017,Brigitte,Belgium,BE,female,99.00%,2020,Corresponding
WOS:000566444200007,Luis,Spain,ES,male,99.00%,2020,Corresponding
WOS:000566904300001,Sandra,France,FR,female,98.00%,2020,Corresponding
WOS:000566934000007,Maria,Italy,IT,female,99.00%,2020,Corresponding
WOS:000567857300003,Sara,Morocco,MA,female,99.00%,2020,Corresponding
WOS:000567916700002,Xu,Turkey,CN,male,99.00%,2020,Corresponding
WOS:000568139200001,Gloria,Spain,ES,female,99.00%,2020,Corresponding
WOS:000568657600064,Xiaoxue,China,CN,female,97.00%,2020,Corresponding
WOS:000568657600077,Alain,France,FR,male,99.00%,2020,Corresponding
WOS:000568657600077,Sylvia,France,FR,female,99.00%,2020,Corresponding
WOS:000568702400010,Laurent,France,FR,male,99.00%,2020,Corresponding
WOS:000569851000001,Verena,Germany,DE,female,98.00%,2020,Corresponding
WOS:000570522900001,JiaMing,China,CN,male,98.00%,2020,Corresponding
WOS:000570604400029,Keun,South Korea,KR,male,86.00%,2020,Corresponding
WOS:000571974700001,Zhenyu,China,CN,male,87.00%,2020,Corresponding
WOS:000571974700001,Dongsheng,China,CN,male,95.00%,2020,Corresponding
WOS:000572079900012,Annette,Germany,DE,female,99.00%,2020,Corresponding
WOS:000572400300003,Nico,South Africa,ZA,male,99.00%,2020,Corresponding
WOS:000572415700003,HongWei,China,CN,male,94.00%,2020,Corresponding
WOS:000572832000001,Naveen,India,IN,male,99.00%,2020,Corresponding
WOS:000572832900064,Jong,South Korea,KR,male,97.00%,2020,Corresponding
WOS:000573434900003,Francisco,Spain,ES,male,99.00%,2020,Corresponding
WOS:000573434900003,Manuel,Spain,ES,male,99.00%,2020,Corresponding
WOS:000573455300070,Qing,Turkey,CN,female,94.00%,2020,Corresponding
WOS:000573768800014,Lisa,Germany,DE,female,98.00%,2020,Corresponding
WOS:000574323500001,Peng,China,CN,male,99.00%,2020,Corresponding
WOS:000575173200001,Gang,United States of America,US,male,99.00%,2020,Corresponding
WOS:000576139100021,Feng,China,CN,male,98.00%,2020,Corresponding
WOS:000576704900007,Anderson,Brazil,BR,male,99.00%,2020,Corresponding
WOS:000576715100001,Ilse,Germany,DE,female,98.00%,2020,Corresponding
WOS:000576945000001,Sylvain,France,FR,male,99.00%,2020,Corresponding
WOS:000576973100004,Carlo,China,CN,male,99.00%,2020,Corresponding
WOS:000577069400002,Junfeng,China,CN,male,89.00%,2021,Corresponding
WOS:000577232000001,Diederik,Netherlands,NL,male,99.00%,2021,Corresponding
WOS:000577793600001,Natalia,Poland,PL,female,99.00%,2020,Corresponding
WOS:000577793600001,Ben,Poland,PL,male,96.00%,2020,Corresponding
WOS:000578448700002,Xu,China,CN,male,99.00%,2021,Corresponding
WOS:000579000100001,Elena,Germany,DE,female,99.00%,2020,Corresponding
WOS:000580052900001,Nathalie,France,FR,female,99.00%,2020,Corresponding
WOS:000580103000001,Pablo,Spain,ES,male,99.00%,2020,Corresponding
WOS:000580426800021,Coral,Spain,ES,female,99.00%,2020,Corresponding
WOS:000580594200022,Malin,Sweden,SE,female,99.00%,2020,Corresponding
WOS:000580646800001,Ying,China,CN,female,87.00%,2020,Corresponding
WOS:000580657700014,Romain,France,FR,male,99.00%,2020,Corresponding
WOS:000581283500001,Ferry,Netherlands,NL,male,99.00%,2020,Corresponding
WOS:000581524600001,Anna,Italy,IT,female,99.00%,2020,Corresponding
WOS:000581524600001,Federica,Italy,IT,female,99.00%,2020,Corresponding
WOS:000581814700097,Natalia,Poland,PL,female,99.00%,2020,Corresponding
WOS:000582382800009,Claire,France,FR,female,99.00%,2020,Corresponding
WOS:000582397400002,VEERLE,Belgium,BE,female,99.00%,2020,Corresponding
WOS:000582504300062,Gilles,Belgium,BE,male,99.00%,2020,Corresponding
WOS:000582725800005,Yen,Australia,AU,female,95.00%,2020,Corresponding
WOS:000582929100003,Olivia,Switzerland,CH,female,99.00%,2020,Corresponding
WOS:000583229100014,Caroline,Germany,DE,female,99.00%,2020,Corresponding
WOS:000583275500012,Ingrid,Norway,NO,female,97.00%,2020,Corresponding
WOS:000583945800006,Akira,Japan,JP,male,97.00%,2019,Corresponding
WOS:000584330700015,Hongbo,China,CN,male,95.00%,2020,Corresponding
WOS:000584418100032,Chao,Singapore,SG,male,89.00%,2020,Corresponding
WOS:000585299100001,Virginia,Spain,ES,female,99.00%,2020,Corresponding
WOS:000586417000012,Maria,Poland,PL,female,99.00%,2020,Corresponding
WOS:000586649400006,Won,South Korea,KR,male,85.00%,2020,Corresponding
WOS:000586789100001,Anas,Canada,CA,male,99.00%,2020,Corresponding
WOS:000586925900001,Valentina,Italy,IT,female,99.00%,2020,Corresponding
WOS:000589944200013,Morteza,United States of America,US,male,98.00%,2020,Corresponding
WOS:000590180600041,Tae,Turkey,KR,male,91.00%,2020,Corresponding
WOS:000590840100001,Serban,United States of America,US,male,89.00%,2021,Corresponding
WOS:000591322000008,Petra,Slovenia,SI,female,99.00%,2020,Corresponding
WOS:000591391700006,Surinder,United States of America,US,male,96.00%,2020,Corresponding
WOS:000591569000001,Syarul,Malaysia,MY,male,87.00%,2020,Corresponding
WOS:000591595200001,Chuan,China,CN,male,93.00%,2020,Corresponding
WOS:000591804800004,Louis,Singapore,SG,male,99.00%,2020,Corresponding
WOS:000591804800004,Tina,Turkey,SG,female,99.00%,2020,Corresponding
WOS:000592014800001,Juan,Spain,ES,male,99.00%,2021,Corresponding
WOS:000592248100017,Moira,Italy,IT,female,99.00%,2020,Corresponding
WOS:000592264600010,Weidong,China,CN,male,96.00%,2020,Corresponding
WOS:000592510400005,Junhua,China,CN,male,85.00%,2021,Corresponding
WOS:000592910200001,Benny,Sweden,SE,male,99.00%,2020,Corresponding
WOS:000593117800015,Renke,Germany,DE,male,98.00%,2020,Corresponding
WOS:000593346500001,Jose,Spain,ES,male,99.00%,2020,Corresponding
WOS:000593668600001,Vicenta,Spain,ES,female,99.00%,2020,Corresponding
WOS:000593875700001,Sara,Spain,ES,female,99.00%,2020,Corresponding
WOS:000593875700001,Carla,Spain,ES,female,99.00%,2020,Corresponding
WOS:000594728600001,Isidro,Spain,ES,male,99.00%,2020,Corresponding
WOS:000595340800005,Minjung,South Korea,KR,female,94.00%,2018,Corresponding
WOS:000595463600001,Xueting,China,CN,female,88.00%,2021,Corresponding
WOS:000595550100034,Quan,Turkey,US,male,94.00%,2020,Corresponding
WOS:000595802200148,Yaohua,China,CN,male,86.00%,2021,Corresponding
WOS:000596510900006,Stephanie,Germany,DE,female,99.00%,2020,Corresponding
WOS:000596931600001,Si,United States of America,US,male,89.00%,2020,Corresponding
WOS:000598536300008,Leigh,United States of America,US,female,93.00%,2020,Corresponding
WOS:000598766900014,Tuba,Turkey,TR,female,97.00%,2020,Corresponding
WOS:000598798500012,Rosa,Spain,ES,female,99.00%,2021,Corresponding
WOS:000598948400001,Abu,Malaysia,MY,male,96.00%,2022,Corresponding
WOS:000599261400001,Dan,China,CN,male,90.00%,2020,Corresponding
WOS:000599681500002,Weijie,China,CN,male,92.00%,2021,Corresponding
WOS:000600491300016,Gholamreza,Iran,IR,male,99.00%,2020,Corresponding
WOS:000600491300016,Paul,Iran,IR,male,98.00%,2020,Corresponding
WOS:000600567900014,Bob,Netherlands,NL,male,99.00%,2020,Corresponding
WOS:000600653200030,Nordin,Netherlands,NL,male,98.00%,2021,Corresponding
WOS:000600669800001,Barbara,Belgium,BE,female,99.00%,2021,Corresponding
WOS:000600677200002,Gang,China,CN,male,98.00%,2021,Corresponding
WOS:000600773600030,Xiang,Turkey,CN,male,96.00%,2021,Corresponding
WOS:000601269000001,Qi,China,CN,male,99.00%,2020,Corresponding
WOS:000601298700021,Liming,United States of America,US,male,93.00%,2020,Corresponding
WOS:000601310400021,Teresa,Spain,ES,female,99.00%,2020,Corresponding
WOS:000601316000008,Ayman,England,GB,male,98.00%,2020,Corresponding
WOS:000601730400001,Monika,Poland,PL,female,99.00%,2020,Corresponding
WOS:000601736500001,Jun,Japan,JP,male,93.00%,2020,Corresponding
WOS:000601894300001,Marianna,Switzerland,CH,female,99.00%,2020,Corresponding
WOS:000601986200001,Daniela,Romania,RO,female,99.00%,2020,Corresponding
WOS:000602133800001,Nabil,United States of America,US,male,99.00%,2020,Corresponding
WOS:000602254100001,Marta,Spain,ES,female,99.00%,2020,Corresponding
WOS:000603083500010,Gemma,Spain,ES,female,99.00%,2020,Corresponding
WOS:000603554800006,Bing,China,CN,male,96.00%,2021,Corresponding
WOS:000603593300001,Mitchell,Germany,DE,male,97.00%,2020,Corresponding
WOS:000603615900001,Ying,China,CN,female,87.00%,2020,Corresponding
WOS:000604230600001,Nebile,Turkey,TR,female,96.00%,2021,Corresponding
WOS:000604264700007,Amal,Tunisia,TN,female,98.00%,2020,Corresponding
WOS:000604308300016,Feng,China,CN,male,98.00%,2020,Corresponding
